0,5.1604
0.1048,5.2381
0.2096,5.3031
0.3144,5.319
0.4192,5.2921
0.524,5.2741
0.6288,4.8594
0.7336,4.9443
0.8384,4.9927
0.9432,5.0052
1.048,4.9853
1.1528,4.9575
1.2576,4.5726
1.3624,4.6538
1.4672,4.6982
1.572,4.711
1.6768,4.6947
1.7816,4.6712
1.8864,4.3157
1.9912,4.3914
2.096,4.439
2.2008,4.4508
2.3056,4.434
2.4104,4.4177
2.5152,4.0783
2.62,4.1539
2.7248,4.1962
2.8296,4.2153
2.9344,4.2005
3.0392,4.1816
3.144,3.8719
3.2488,3.9379
3.3536,3.9803
3.4584,3.9984
3.5632,3.9904
3.668,3.9734
3.7728,3.6699
3.8776,3.7299
3.9824,3.776
4.0872,3.7938
4.192,3.7873
4.2968,3.7714
4.4016,3.4889
4.5064,3.5419
4.6112,3.587
4.716,3.6087
4.8208,3.6037
4.9256,3.5903
5.0304,3.3298
5.1352,3.3836
5.24,3.4221
5.3448,3.436
5.4496,3.4279
5.5544,3.4254
5.6592,3.1777
5.764,3.2268
5.8688,3.2606
5.9736,3.2764
6.0784,3.271
6.1832,3.2692
6.288,3.0344
6.3928,3.0822
6.4976,3.1131
6.6024,3.1297
6.7072,3.1259
6.812,3.1099
6.9168,2.9017
7.0216,2.9441
7.1264,2.9697
7.2312,2.9933
7.336,2.9917
7.4408,2.9752
7.5456,2.7782
7.6504,2.8205
7.7552,2.8432
7.86,2.8602
7.9648,2.8536
8.0696,2.8411
8.1744,2.6511
8.2792,2.6799
8.384,2.7054
8.4888,2.7221
8.5936,2.7194
8.6984,2.7094
8.8032,2.536
8.908,2.5727
9.0128,2.5985
9.1176,2.6087
9.2224,2.6082
9.3272,2.5955
9.432,2.4183
9.5368,2.454
9.6416,2.4775
9.7464,2.4837
9.8512,2.4839
9.956,2.4781
10.0608,2.3097
10.1656,2.3444
10.2704,2.3661
10.3752,2.3726
10.48,2.3753
10.5848,2.3715
10.6896,2.1927
10.7944,2.2312
10.8992,2.2538
11.004,2.2589
11.1088,2.2548
11.2136,2.2465
11.3184,2.0962
11.4232,2.1265
11.528,2.1446
11.6328,2.151
11.7376,2.1412
11.8424,2.134
11.9472,1.9845
12.052,2.0191
12.1568,2.0403
12.2616,2.0449
12.3664,2.037
12.4712,2.0261
12.576,1.8923
12.6808,1.9228
12.7856,1.9322
12.8904,1.9371
12.9952,1.9376
13.1,1.9256
13.2048,1.7899
13.3096,1.8167
13.4144,1.8349
13.5192,1.8421
13.624,1.8381
13.7288,1.8299
13.8336,1.699
13.9384,1.717
14.0432,1.7302
14.148,1.7336
14.2528,1.7286
14.3576,1.7222
14.4624,1.6105
14.5672,1.6295
14.672,1.6439
14.7768,1.6469
14.8816,1.6418
14.9864,1.6305
15.0912,1.5181
15.196,1.5343
15.3008,1.5438
15.4056,1.5517
15.5104,1.546
15.6152,1.535
15.72,1.4297
15.8248,1.4522
15.9296,1.4627
16.0344,1.4664
16.1392,1.4568
16.244,1.4459
16.3488,1.3527
16.4536,1.364
16.5584,1.3746
16.6632,1.3724
16.768,1.3614
16.8728,1.3512
16.9776,1.2617
17.0824,1.2786
17.1872,1.2848
17.292,1.2788
17.3968,1.2727
17.5016,1.2642
17.6064,1.1834
17.7112,1.2003
17.816,1.2035
17.9208,1.2016
18.0256,1.1927
18.1304,1.1778
18.2352,1.1052
18.34,1.1187
18.4448,1.1204
18.5496,1.1237
18.6544,1.1103
18.7592,1.0919
18.864,1.0281
18.9688,1.0444
19.0736,1.0458
19.1784,1.0403
19.2832,1.0348
19.388,1.0238
19.4928,0.95621
19.5976,0.9635
19.7024,0.96465
19.8072,0.96584
19.912,0.95532
20.0168,0.94911
20.1216,0.87807
20.2264,0.88537
20.3312,0.88455
20.436,0.8829
20.5408,0.87336
20.6456,0.86473
20.7504,0.79988
20.8552,0.80895
20.96,0.81477
21.0648,0.80371
21.1696,0.79889
21.2744,0.79112
21.3792,0.73666
21.484,0.7438
21.5888,0.74375
21.6936,0.73815
21.7984,0.72645
21.9032,0.7196
22.008,0.66661
22.1128,0.67047
22.2176,0.67032
22.3224,0.66236
22.4272,0.65387
22.532,0.63847
22.6368,0.59259
22.7416,0.59294
22.8464,0.59468
22.9512,0.58914
23.056,0.57991
23.1608,0.56365
23.2656,0.51896
23.3704,0.52483
23.4752,0.52286
23.58,0.51529
23.6848,0.50582
23.7896,0.49457
23.8944,0.44852
23.9992,0.45514
24.104,0.45487
24.2088,0.44629
24.3136,0.43621
24.4184,0.42431
24.5232,0.37162
24.628,0.38217
24.7328,0.37792
24.8376,0.37186
24.9424,0.35671
25.0472,0.34428
25.152,0.30553
25.2568,0.30969
25.3616,0.30758
25.4664,0.29887
25.5712,0.28685
25.676,0.27478
25.7808,0.23666
25.8856,0.24132
25.9904,0.23736
26.0952,0.22588
26.2,0.21359
26.3048,0.20185
26.4096,0.1636
26.5144,0.15882
26.6192,0.15727
26.724,0.14715
26.8288,0.13298
26.9336,0.12159
27.0384,0.096264
27.1432,0.087779
27.248,0.083144
27.3528,0.07934
27.4576,0.064939
27.5624,0.055915
27.6672,0.023459
27.772,0.024841
27.8768,0.01688
27.9816,0.0067882
28.0864,-0.0061533
28.1912,-0.015992
28.296,-0.058172
28.4008,-0.053343
28.5056,-0.05845
28.6104,-0.070209
28.7152,-0.085198
28.82,-0.094232
28.9248,-0.13056
29.0296,-0.12943
29.1344,-0.13546
29.2392,-0.14371
29.344,-0.15575
29.4488,-0.17129
29.5536,-0.19629
29.6584,-0.19837
29.7632,-0.20194
29.868,-0.21101
29.9728,-0.22759
30.0776,-0.24221
30.1824,-0.26489
30.2872,-0.27037
30.392,-0.27467
30.4968,-0.28506
30.6016,-0.29851
30.7064,-0.31324
30.8112,-0.34601
30.916,-0.34337
31.0208,-0.3481
31.1256,-0.35927
31.2304,-0.37073
31.3352,-0.37886
31.44,-0.40769
31.5448,-0.40858
31.6496,-0.41016
31.7544,-0.42061
31.8592,-0.43492
31.964,-0.43976
32.0688,-0.46955
32.1736,-0.47653
32.2784,-0.47988
32.3832,-0.49318
32.488,-0.50325
32.5928,-0.51721
32.6976,-0.53375
32.8024,-0.54212
32.9072,-0.54554
33.012,-0.5557
33.1168,-0.57058
33.2216,-0.579
33.3264,-0.59847
33.4312,-0.60203
33.536,-0.61103
33.6408,-0.6227
33.7456,-0.63413
33.8504,-0.64375
33.9552,-0.65977
34.06,-0.66406
34.1648,-0.66999
34.2696,-0.67973
34.3744,-0.69634
34.4792,-0.70672
34.584,-0.72684
34.6888,-0.7323
34.7936,-0.74364
34.8984,-0.75052
35.0032,-0.76662
35.108,-0.78367
35.2128,-0.78172
35.3176,-0.79332
35.4224,-0.80148
35.5272,-0.807
35.632,-0.8253
35.7368,-0.83412
35.8416,-0.82568
35.9464,-0.83825
36.0512,-0.84474
36.156,-0.85579
36.2608,-0.87552
36.3656,-0.88752
36.4704,-0.86115
36.5752,-0.87274
36.68,-0.88304
36.7848,-0.90303
36.8896,-0.92274
36.9944,-0.94592